Customer ID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region,Age_Category
DB-13210,Dean Braden,Consumer,41,United States,Houston,Texas,77041,Central,Midle Age
DB-13270,Deborah Brumfield,Home Office,24,United States,San Diego,California,92024,West,Young
DB-13360,Dennis Bolton,Home Office,41,United States,New York City,New York,10009,East,Midle Age
DB-13405,Denny Blanton,Consumer,41,United States,La Porte,Indiana,46350,Central,Midle Age
DB-13555,Dorothy Badders,Corporate,58,United States,Jacksonville,Florida,32216,South,Midle Age
DB-13615,Doug Bickford,Consumer,19,United States,Los Angeles,California,90045,West,Young
DB-13660,Duane Benoit,Consumer,21,United States,Oceanside,New York,11572,East,Young
DC-12850,Dan Campbell,Consumer,50,United States,Florence,Alabama,35630,South,Midle Age
DC-13285,Debra Catini,Consumer,48,United States,Cottage Grove,Minnesota,55016,Central,Midle Age
DD-13570,Dorothy Dickinson,Consumer,32,United States,Houston,Texas,77041,Central,Midle Age
DE-13255,Deanra Eno,Home Office,42,United States,Springfield,Ohio,45503,East,Midle Age
DF-13135,David Flashing,Consumer,45,United States,Vallejo,California,94591,West,Midle Age
DG-13300,Deirdre Greer,Corporate,60,United States,Philadelphia,Pennsylvania,19134,East,Midle Age
DH-13075,Dave Hallsten,Corporate,58,United States,Richmond,Kentucky,40475,South,Midle Age
DH-13675,Duane Huffman,Home Office,65,United States,Quincy,Massachusetts,2169,East,Senior Age
DJ-13420,Denny Joy,Corporate,21,United States,Warner Robins,Georgia,31088,South,Young
DJ-13510,Don Jones,Corporate,67,United States,Murfreesboro,Tennessee,37130,South,Senior Age
DJ-13630,Doug Jacobs,Consumer,41,United States,New York City,New York,10024,East,Midle Age
DK-12835,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West,Midle Age
DK-12895,Dana Kaydos,Consumer,47,United States,Kenosha,Wisconsin,53142,Central,Midle Age
DK-12985,Darren Koutras,Consumer,58,United States,Henderson,Kentucky,42420,South,Midle Age
DK-13090,Dave Kipp,Consumer,24,United States,Seattle,Washington,98103,West,Young
DK-13150,David Kendrick,Corporate,20,United States,Decatur,Illinois,62521,Central,Young
DK-13225,Dean Katz,Corporate,36,United States,Philadelphia,Pennsylvania,19140,East,Midle Age
DK-13375,Dennis Kane,Consumer,56,United States,Marion,Ohio,43302,East,Midle Age
Dl-13600,Dorris liebe,Corporate,68,United States,Pasadena,Texas,77506,Central,Senior Age
DL-12865,Dan Lawera,Consumer,26,United States,Cincinnati,Ohio,45231,East,Young
DL-12925,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054,West,Young
DL-13315,Delfina Latchford,Consumer,48,United States,New York City,New York,10024,East,Midle Age
DL-13330,Denise Leinenbach,Consumer,69,United States,Las Cruces,New Mexico,88001,West,Senior Age
DL-13495,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West,Midle Age
DM-12955,Dario Medina,Corporate,26,United States,Lincoln Park,Michigan,48146,Central,Young
DM-13015,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West,Midle Age
DM-13345,Denise Monton,Corporate,46,United States,Roswell,Georgia,30076,South,Midle Age
DM-13525,Don Miller,Corporate,18,United States,Houston,Texas,77070,Central,Young
DN-13690,Duane Noonan,Consumer,42,United States,San Francisco,California,94122,West,Midle Age
DO-13435,Denny Ordway,Consumer,25,United States,Pembroke Pines,Florida,33024,South,Young
DO-13645,"Doug O'Connell",Consumer,20,United States,Los Angeles,California,90036,West,Young
Dp-13240,Dean percer,Home Office,64,United States,Murray,Utah,84107,West,Senior Age
DP-13000,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150,Central,Midle Age
DP-13105,Dave Poirier,Corporate,66,United States,Salinas,California,93905,West,Senior Age
DP-13165,David Philippe,Consumer,50,United States,New York City,New York,10035,East,Midle Age
DP-13390,Dennis Pardue,Home Office,44,United States,Peoria,Illinois,61604,Central,Midle Age
DR-12880,Dan Reichenbach,Corporate,68,United States,Chicago,Illinois,60623,Central,Senior Age
DR-12940,Daniel Raglin,Home Office,65,United States,Franklin,Massachusetts,2038,East,Senior Age
DS-13030,Darrin Sayre,Home Office,62,United States,Seattle,Washington,98115,West,Senior Age
DS-13180,David Smith,Corporate,41,United States,Detroit,Michigan,48227,Central,Midle Age
DV-13045,Darrin Van Huff,Corporate,31,United States,Los Angeles,California,90036,West,Midle Age
DV-13465,Dianna Vittorini,Consumer,60,United States,Denver,Colorado,80219,West,Midle Age
DW-13195,David Wiener,Corporate,55,United States,Houston,Texas,77095,Central,Midle Age
DW-13480,Dianna Wilson,Home Office,25,United States,Lakeville,Minnesota,55044,Central,Young
DW-13540,Don Weiss,Consumer,60,United States,Seattle,Washington,98105,West,Midle Age
DW-13585,Dorothy Wardle,Corporate,62,United States,Columbus,Ohio,43229,East,Senior Age
EA-14035,Erin Ashbrook,Corporate,61,United States,Charlotte,North Carolina,28205,South,Senior Age
EB-13705,Ed Braxton,Corporate,41,United States,Akron,Ohio,44312,East,Midle Age
EB-13750,Edward Becker,Corporate,20,United States,Seattle,Washington,98103,West,Young
EB-13840,Ellis Ballard,Corporate,25,United States,Seattle,Washington,98105,West,Young
EB-13870,Emily Burns,Consumer,34,United States,Orem,Utah,84057,West,Midle Age
EB-13930,Eric Barreto,Consumer,63,United States,San Francisco,California,94110,West,Senior Age
EB-13975,Erica Bern,Corporate,53,United States,Fairfield,California,94533,West,Midle Age
EB-14110,Eugene Barchas,Consumer,44,United States,Philadelphia,Pennsylvania,19134,East,Midle Age
EB-14170,Evan Bailliet,Consumer,64,United States,Wilmington,North Carolina,28403,South,Senior Age
EC-14050,Erin Creighton,Consumer,52,United States,New York City,New York,10024,East,Midle Age
ED-13885,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West,Young
EG-13900,Emily Grady,Consumer,60,United States,Oceanside,New York,11572,East,Midle Age
EH-13765,Edward Hooks,Corporate,44,United States,Watertown,New York,13601,East,Midle Age
EH-13945,Eric Hoffmann,Consumer,21,United States,Los Angeles,California,90049,West,Young
EH-13990,Erica Hackney,Consumer,22,United States,Roswell,Georgia,30076,South,Young
EH-14005,Erica Hernandez,Home Office,38,United States,Denver,Colorado,80219,West,Midle Age
EH-14125,Eugene Hildebrand,Home Office,41,United States,Aurora,Illinois,60505,Central,Midle Age
EH-14185,Evan Henry,Consumer,31,United States,Decatur,Alabama,35601,South,Midle Age
EJ-13720,Ed Jacobs,Consumer,44,United States,San Diego,California,92037,West,Midle Age
EJ-14155,Eva Jacobs,Consumer,22,United States,Gulfport,Mississippi,39503,South,Young
EK-13795,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West,Young
EL-13735,Ed Ludwig,Home Office,42,United States,Columbia,Maryland,21044,East,Midle Age
EM-13810,Eleni McCrary,Corporate,59,United States,Los Angeles,California,90036,West,Midle Age
EM-13825,Elizabeth Moffitt,Corporate,63,United States,Sioux Falls,South Dakota,57103,Central,Senior Age
EM-13960,Eric Murdock,Consumer,46,United States,Philadelphia,Pennsylvania,19134,East,Midle Age
EM-14065,Erin Mull,Consumer,48,United States,New York City,New York,10024,East,Midle Age
EM-14095,Eudokia Martin,Corporate,56,United States,Los Angeles,California,90036,West,Midle Age
EM-14140,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Midle Age
EM-14200,Evan Minnotte,Home Office,52,United States,Virginia Beach,Virginia,23464,South,Midle Age
EN-13780,Edward Nazzal,Consumer,64,United States,New York City,New York,10035,East,Senior Age
EP-13915,Emily Phan,Consumer,38,United States,Chicago,Illinois,60653,Central,Midle Age
ER-13855,Elpida Rittenbach,Corporate,56,United States,Saint Paul,Minnesota,55106,Central,Midle Age
ES-14020,Erica Smith,Consumer,47,United States,San Francisco,California,94110,West,Midle Age
ES-14080,Erin Smith,Corporate,20,United States,Melbourne,Florida,32935,South,Young
FA-14230,Frank Atkinson,Corporate,34,United States,Long Beach,California,90805,West,Midle Age
FC-14245,Frank Carlisle,Home Office,20,United States,Lakewood,Ohio,44107,East,Young
FC-14335,Fred Chung,Corporate,64,United States,Mesquite,Texas,75150,Central,Senior Age
FG-14260,Frank Gastineau,Home Office,67,United States,San Francisco,California,94110,West,Senior Age
FH-14275,Frank Hawley,Corporate,26,United States,La Porte,Indiana,46350,Central,Young
FH-14350,Fred Harton,Consumer,45,United States,Seattle,Washington,98105,West,Midle Age
FH-14365,Fred Hopkins,Corporate,49,United States,Philadelphia,Pennsylvania,19120,East,Midle Age
FM-14215,Filia McAdams,Corporate,62,United States,Dublin,Ohio,43017,East,Senior Age
FM-14290,Frank Merwin,Home Office,45,United States,Los Angeles,California,90032,West,Midle Age
FM-14380,Fred McMath,Consumer,30,United States,Aurora,Colorado,80013,West,Young
FO-14305,Frank Olsen,Consumer,22,United States,New York City,New York,10035,East,Young
FP-14320,Frank Preis,Consumer,20,United States,Los Angeles,California,90008,West,Young
FW-14395,Fred Wasserman,Corporate,41,United States,Huntsville,Alabama,35810,South,Midle Age
GA-14515,George Ashbrook,Consumer,42,United States,San Francisco,California,94122,West,Midle Age
GA-14725,Guy Armstrong,Consumer,32,United States,Lorain,Ohio,44052,East,Midle Age
GB-14530,George Bell,Corporate,41,United States,Auburn,New York,13021,East,Midle Age
GB-14575,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East,Midle Age
GD-14590,Giulietta Dortch,Corporate,62,United States,Philadelphia,Pennsylvania,19143,East,Senior Age
GG-14650,Greg Guthrie,Corporate,51,United States,Bristol,Tennessee,37620,South,Midle Age
GH-14410,Gary Hansen,Home Office,42,United States,Glendale,Arizona,85301,West,Midle Age
GH-14425,Gary Hwang,Consumer,63,United States,Tucson,Arizona,85705,West,Senior Age
GH-14485,Gene Hale,Corporate,28,United States,Richardson,Texas,75080,Central,Young
GH-14665,Greg Hansen,Consumer,67,United States,Round Rock,Texas,78664,Central,Senior Age
GK-14620,Grace Kelly,Corporate,32,United States,Hesperia,California,92345,West,Midle Age
GM-14440,Gary McGarr,Consumer,19,United States,San Francisco,California,94122,West,Young
GM-14455,Gary Mitchum,Home Office,64,United States,Houston,Texas,77095,Central,Senior Age
GM-14500,Gene McClure,Consumer,41,United States,Providence,Rhode Island,2908,East,Midle Age
GM-14680,Greg Matthias,Consumer,69,United States,Seattle,Washington,98105,West,Senior Age
GM-14695,Greg Maxwell,Corporate,49,United States,Los Angeles,California,90036,West,Midle Age
